protocol_version,polarization_type,dimension_g,coordinate_dimension,radius,method,budget,best_ell_squared,best_query,best_coordinates,best_achieved_rms_distance,best_boundary_fraction,best_class_multiplicity,best_lift_multiplicity,best_kernel_distance_spectrum,maximum_distance_overrun,all_certified
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 2]",3,12,1.0,sobol,96,0.7852974740297404,51,"[-0.038091577491350746, -0.5713389453504553, 0.6022346918688082, -0.2903972903008115, -0.04026805584836774, -0.5738847596151054, 0.1264951576565995, -0.12873400824598782, 0.07818757848807321, 0.3086364443347656, -0.06069740389757996, 0.49831708785801543]",0.997265902213613,0.997265902213613,1,2,"[0.7852974740297404, 0.8260634976112908, 0.920581217415168]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 2]",3,12,1.0,cma_es,96,0.8341217791518132,79,"[0.05084114458442, 0.3957657028799833, 0.6777289298248972, 0.25803417604908996, -0.02487473874146184, -0.23501623832491544, 0.13745270115103306, 0.004945047959093962, -0.15881856969181476, 0.7578440625139341, -0.0068796188651971055, -0.37485887255223815]",1.0000000000000002,1.0000000000000002,1,2,"[0.8341217791518132, 0.9030826458518296, 1.0290955718271602]",1.7763568394002505e-15,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 2]",3,12,1.0,bayesian_ucb,96,0.7991381444186929,90,"[0.1640442909138249, -0.35742513113860014, 0.8990455325566339, 0.11035464130024912, -0.4612373178786409, 0.26561861892662414, -0.09035746681577207, -0.0650927586839895, -0.02452170580923971, -0.3440423846911624, -0.07056344022334296, 0.21555167222536029]",0.9802132837293844,0.9802132837293844,1,2,"[0.7991381444186929, 0.8358999564982877, 0.9934578801477512]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 2]",3,12,1.5,sobol,96,0.8660326740015869,88,"[-0.11579205877767759, 0.7457805286682757, -0.37463290605450733, 0.4277788411086493, 0.3493967432669696, -0.44398228398243333, 0.2731095058814179, -0.6271443069174487, -0.04537668525197519, -1.2417704360736788, -0.021987017537701083, -0.27589347332245423]",1.4833951109187755,0.9889300739458503,1,2,"[0.8660326740015869, 0.9281604634535503, 0.988269850213879]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 2]",3,12,1.5,cma_es,96,0.8690622455203525,29,"[0.3438120479078218, -0.9258775748112892, -0.13052647501085907, 0.242026604527871, 0.16191358557390456, 0.43466829031993126, -0.10217612388936706, -1.2214835321579145, 0.6017855888882488, -0.3110504678861938, 0.05445312238239445, -0.3800684302397066]",1.4999999999999996,0.9999999999999997,1,2,"[0.8690622455203525, 1.0321947924998773, 1.0370582543851434]",2.886579864025407e-15,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 2]",3,12,1.5,bayesian_ucb,96,0.8274840789288056,82,"[0.30091424777782916, -0.6123875105119251, -0.4058703189117731, -0.22712625146702012, 0.21196493014192416, -0.008219260605014387, -0.2526006216638238, -1.0667888912551347, 0.6803234049064261, 0.4162107618056165, -0.06411409085737275, -0.3423715726451731]",1.3381896830567401,0.8921264553711601,1,2,"[0.8274840789288056, 0.8442252660895754, 0.9256692204389558]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 3]",3,12,0.25,sobol,96,0.3431878362885943,85,"[-0.015615295677336508, -0.07895436290583432, 0.04984736617118455, 0.05419223384755178, 0.14173516202054112, -0.12741653702844244, -0.04753861310786116, 0.05895857877939497, -0.009187270197909157, -0.02687361207524843, -0.005841743082588295, 0.16312954517237646]",0.23296784076178548,0.9318713630471419,2,2,"[0.3431878362885943, 0.3431878362885943, 0.34915059835531165, 0.34915059835531165, 0.5356315699472235, 0.5356315699472235, 0.8490452993405884, 0.8490452993405884]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 3]",3,12,0.25,cma_es,96,0.35169249126552404,38,"[0.12194877428482295, -0.04783216686497809, -0.017128184656214566, 0.04205505326311561, 0.09969708612056488, 0.013267514453370703, -0.013667463416295742, -0.029865992482902143, -0.029966112234289754, -0.07515076903625992, 0.0040841612127343685, -0.23826871117066983]",0.24999999999999972,0.9999999999999989,2,2,"[0.35169249126552404, 0.35169249126552404, 0.35561749168301304, 0.35561749168301304, 0.4777734532339648, 0.4777734532339648, 0.9368465126631094, 0.9368465126631094]",8.881784197001252e-16,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 3]",3,12,0.25,bayesian_ucb,96,0.35307398106338234,61,"[-0.06597092310181538, -0.028878576924543965, -0.08728091821518537, -0.030506321023228748, -0.06309638559679628, -0.027888729476763966, -0.06308126989167859, -0.07941828282452845, 0.025548065097072747, 0.0919895532523353, 0.0015002989801896811, 0.22101076702344913]",0.24047587009537824,0.961903480381513,2,2,"[0.35307398106338234, 0.35307398106338234, 0.3544107981445225, 0.3544107981445225, 0.4937635166980773, 0.4937635166980773, 0.9212060417177323, 0.9212060417177323]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 3]",3,12,0.5,sobol,96,0.37970170883801047,88,"[0.056729999137054885, -0.16765700637950007, 0.228403917009015, 0.13177799586944067, 0.1198661905008938, -0.1748328008224303, -0.09030212166278127, 0.037977065704974645, 0.08608169921557825, 0.04541898499958691, 0.036970731478853734, 0.3762413767226396]",0.45298230159546576,0.9059646031909315,2,2,"[0.37970170883801047, 0.37970170883801047, 0.4144104539086396, 0.4144104539086396, 0.4152961791993647, 0.4152961791993647, 1.1729281462939354, 1.1729281462939354]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 3]",3,12,0.5,cma_es,96,0.39540675532273506,40,"[0.023537151296940534, 0.054327146639306954, 0.1415230378720854, 0.0935851286534192, -0.12664176576561398, -0.006877690622708766, -0.02993780960606724, -0.1466326820302327, 0.06777673516515031, -0.3313910019283987, -0.013163964714284366, 0.43547421254255547]",0.4999999999999997,0.9999999999999994,2,2,"[0.39540675532273506, 0.39540675532273506, 0.42094671039895115, 0.42094671039895115, 0.4322108097358071, 0.4322108097358071, 1.2004961217075654, 1.2004961217075654]",9.992007221626409e-16,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 3]",3,12,0.5,bayesian_ucb,96,0.4002016370066507,86,"[0.03730073568200246, 0.11977305623142515, -0.2976257630894854, -0.10183598689637298, -0.0352256818376342, -0.15460125340617853, 0.0591498540818209, 0.09671840939264162, -0.07984995772822502, -0.09357610193727726, 0.014145344649930093, 0.37938762601371495]",0.4560348738731766,0.9120697477463532,2,2,"[0.4002016370066507, 0.4002016370066507, 0.4126168850936261, 0.4126168850936261, 0.4199834002937856, 0.4199834002937856, 1.205653643906768, 1.205653643906768]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 3]",3,12,1.0,sobol,96,0.5188210692886382,49,"[0.08820369825888259, -0.014368972499912046, 0.08558727981192735, 0.02237373708796439, 0.44508625797484824, 0.06982723094961661, 0.21194347652977713, 0.2806653007009664, -0.244760917257337, -0.9986233846954466, -0.05396829866899621, -0.2044086899899864]",0.9812695364330369,0.9812695364330369,2,2,"[0.5188210692886382, 0.5188210692886382, 0.6092515650739505, 0.6092515650739505, 0.7814468737982034, 0.7814468737982034, 0.9755486339101211, 0.9755486339101211]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 3]",3,12,1.0,cma_es,96,0.581627522894676,44,"[-0.05043166887570244, 0.08755105896126364, 0.8092824738524648, -0.048866347561604635, -0.08769956595835132, 0.44161034120397225, -0.361518990074162, 0.2706436397293157, -0.02388479250389206, -0.38476810003348844, 0.08308933899377421, -0.5198939669123822]",0.9999999999999992,0.9999999999999992,2,2,"[0.581627522894676, 0.581627522894676, 0.5885490374148489, 0.5885490374148489, 0.7148330772404032, 0.7148330772404032, 1.046020244153285, 1.046020244153285]",1.5543122344752192e-15,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 3]",3,12,1.0,bayesian_ucb,96,0.5595956878111676,53,"[0.024129533730646937, 0.09986315321945141, -0.3882362557799709, 0.03163657897460532, -0.3079704735517334, 0.4896135167687897, 0.33958105305020014, 0.5212849556387965, -0.2207049489959801, -0.6122364057080554, 0.06628383673103772, 0.4072774185201834]",0.9925442679573707,0.9925442679573707,2,2,"[0.5595956878111676, 0.5595956878111676, 0.6304663309082412, 0.6304663309082412, 0.659582133339456, 0.659582133339456, 0.9610508300111689, 0.9610508300111689]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 3]",3,12,1.5,sobol,96,0.6770019944835164,76,"[0.5055203123577802, -0.008065398057468351, 0.008232072095469386, -0.11962078002161403, 0.8539966786026777, 0.9168718098632733, 0.6199531674578433, 0.04128284328009633, -0.2761069234042045, 0.9117976478987697, 0.07889391349933299, -0.26926370460030363]",1.4634070649732758,0.9756047099821838,2,2,"[0.6770019944835164, 0.6770019944835164, 0.7271121651170864, 0.7271121651170864, 0.757827997289716, 0.757827997289716, 0.938857086927477, 0.938857086927477]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 3]",3,12,1.5,cma_es,96,0.7155885021655495,72,"[0.046246222482526717, -0.2874646004417856, -1.00203453573408, -0.5363619943031448, -0.5403466849949305, -0.3659196653451652, -0.7118430303225013, -0.7275554938209563, -0.1433144078066016, 0.6783849908537836, 0.18005591347412467, -0.15288363387075996]",1.4999999999999976,0.9999999999999983,2,2,"[0.7155885021655495, 0.7155885021655495, 0.776006574889033, 0.776006574889033, 0.7777881687997292, 0.7777881687997292, 0.8604238539495024, 0.8604238539495024]",6.661338147750939e-15,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 1, 3]",3,12,1.5,bayesian_ucb,96,0.7777295001565545,49,"[0.05971035570465332, 0.07023569028278866, -1.412823045683057, -0.2937398461865803, 0.11355459101317802, 0.39910216953847344, -0.17106242612778758, 0.5458435601566584, 0.1430691101345132, 0.5585814398446206, -0.01358411831011585, 0.4508262641922524]",1.4436403086308867,0.9624268724205911,2,2,"[0.7777295001565545, 0.7777295001565545, 0.8592227883732888, 0.8592227883732888, 0.876699802188768, 0.876699802188768, 1.0604713178843137, 1.0604713178843137]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 2, 2]",3,12,0.25,sobol,96,0.5033789429831681,72,"[0.01797871288503235, -0.05247405447116961, -0.09029889907902637, -0.13498730206318835, -0.15604944497205092, -0.029215662484333684, -0.0020656290202371516, 0.02599783165891429, 0.01787693406427219, -0.011881613012178912, -0.0006580535849299366, -0.05350089678202998]",0.19775556996426644,0.7910222798570657,1,2,"[0.5033789429831681, 0.504423080645714, 0.5054680477621244, 0.5088940888343725, 0.9319274098786141, 0.9780204786186364, 0.9893833510272423, 0.9903163776022825, 0.9923417095204782, 1.0079180577247129, 1.4154910646605505, 1.426143696319638, 1.4575808077909267, 1.4924057225189038, 1.88472856553232]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 2, 2]",3,12,0.25,cma_es,96,0.5074641176369635,45,"[-0.03392247995609818, 0.08023221148421703, -0.004942431409369589, 0.03342549333422256, 0.09665876120997144, -0.024796736150624034, 0.005902416292249779, -0.160608673176064, 0.033504850895257635, -0.07501560575767406, 0.010852389877985555, 0.20582734802379096]",0.2500000000000012,1.0000000000000049,1,2,"[0.5074641176369635, 0.5175140414415343, 0.5215817423412382, 0.5376534208758693, 0.7608351117863691, 0.8749035651951946, 0.8812454789350744, 0.9416166432616726, 0.9778643990184643, 0.9883396549871722, 1.0637209648545447, 1.1955643966267944, 1.2541666197954753, 1.372703559366531, 1.5455640097550036]",1.2212453270876722e-15,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 2, 2]",3,12,0.25,bayesian_ucb,96,0.5050145558738134,50,"[-0.04877895645035601, 0.027548288878311365, 0.10649009353523192, -0.10105483254522579, -0.17311709324279403, -0.030498775362087296, 0.0030369592865060954, -0.01633981558811548, -0.04227312063712644, 0.08893899228128513, 0.00456907529779677, -0.07564997585481342]",0.21803269839376463,0.8721307935750585,1,2,"[0.5050145558738134, 0.5079778873098915, 0.5110219292641981, 0.5134211670055079, 0.9085083554033462, 0.9193166440555534, 0.9382111428780864, 0.9604121752911531, 1.000271543136163, 1.0048610030817238, 1.3229766689696925, 1.3423925367730685, 1.3535867522936567, 1.41022752404733, 1.6958739713151685]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 2, 2]",3,12,0.5,sobol,96,0.5272936094340929,94,"[-0.08296104966359075, 0.1675401879197124, 0.061824516369159616, -0.056486249332506525, -0.20003606644695474, -0.2085988740936509, 0.03178974075323362, -0.1964988852804861, -0.052114487496471844, 0.3037475342555894, 0.05747643109192817, 0.21360926463007504]",0.453891674039794,0.907783348079588,1,2,"[0.5272936094340929, 0.5348080134980316, 0.571221919019629, 0.6159580013673175, 0.7716908036532217, 0.8036271206808738, 0.8124378351796308, 0.8315213350564452, 0.9595520890789052, 1.0300664486638687, 1.03345447445342, 1.0352793882389855, 1.2266451397167857, 1.2583747090140136, 1.4463348516803007]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 2, 2]",3,12,0.5,cma_es,96,0.5436138052572166,63,"[-0.23553039593611375, -0.04751312547457697, -0.19248828924388076, 0.18261908950883735, 0.10378196211644283, 0.21182855420287874, -0.00048711506100951617, 0.3686529857653938, -0.02182087817431253, 0.14306684873526132, 0.03664660129607842, -0.18174686131982806]",0.5,1.0,1,2,"[0.5436138052572166, 0.5437397694301518, 0.550778850643984, 0.6071422150050595, 0.7116253914993861, 0.7586749079129913, 0.8854257156464422, 0.9271891290023342, 0.9573018298819934, 0.984749340522096, 1.0619013048107073, 1.0833822529132644, 1.171048151254159, 1.239726446882127, 1.30694213011468]",7.771561172376096e-16,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 2, 2]",3,12,0.5,bayesian_ucb,96,0.5691734797513854,70,"[-0.13318308007348026, -0.03416736904101331, 0.14999333874743975, 0.11769834391870312, -0.10966416757651481, 0.0879380256881382, -0.0065181858154613696, -0.1366719920005702, -0.18617855538762323, -0.4711519964285202, 0.0025059656143917777, 0.027439874640998747]",0.48383397615265805,0.9676679523053161,1,2,"[0.5691734797513854, 0.5706790624876518, 0.5781038969501541, 0.5884229271848668, 0.6382664239493817, 0.6727941789583247, 0.8693268774077765, 0.8818295141830679, 0.964423288257463, 1.0153057590216146, 1.0519090708890566, 1.1063637612297308, 1.1351651598610846, 1.1455603788975908, 1.1561513040950997]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 2, 2]",3,12,1.0,sobol,96,0.6220251179618511,76,"[0.15714863315095173, 0.19428362849252087, 0.7768072199133119, -0.008522570740971161, -0.4271869290780045, -0.2645454858544362, 0.11687644506988512, 0.46323628287322804, -0.5167442240457852, 0.06722264774896027, 0.08538112811481334, -0.12174796112777007]",0.9799050418274683,0.9799050418274683,1,2,"[0.6220251179618511, 0.6542891801867594, 0.6642918314170231, 0.6974941497857998, 0.8774308194348066, 0.8832005285589215, 0.9230214717679099, 0.9440235943123509, 0.9459363058521849, 0.9988005033542078, 1.101668300411358, 1.147264362923977, 1.1555041068981091, 1.2152348331728877, 1.451749950046238]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 2, 2]",3,12,1.0,cma_es,96,0.6370909454639978,21,"[-0.30268613315393517, 0.8912250468966224, -0.29362468137241077, -0.27238490171543983, 0.042513139620619575, 0.290933727430087, 0.16888259685334522, 0.23863508824228202, 0.0940521642512129, 0.40601400227581835, -0.004315410871811281, -0.32872540564184616]",1.0000000000000004,1.0000000000000004,1,2,"[0.6370909454639978, 0.6511026393710537, 0.672328070186622, 0.6936231157924965, 0.7803258896154768, 0.7945310394653783, 0.9189133135368198, 0.9455569762253531, 0.9830736101686739, 0.9994453625824303, 1.0090957453352134, 1.070274037931262, 1.1442815638760477, 1.2445853939250688, 1.4611408822368306]",1.1102230246251565e-15,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 2, 2]",3,12,1.0,bayesian_ucb,96,0.6338323496112986,40,"[0.2731976358858596, 0.37259705363785994, -0.4293461056405271, 0.045103717695844994, 0.3329494425224244, -0.2613721349584782, -0.002190474450333871, 0.6604116453729565, -0.2782974252339268, 0.055434972152355114, 0.1042142290702951, -0.5892692065785547]",0.9844722093707508,0.9844722093707508,1,2,"[0.6338323496112986, 0.699393812523211, 0.7016398344382262, 0.7597289267743257, 0.7623029393029876, 0.7709824306770663, 0.8261302931211432, 0.8587289271876364, 0.9078106374537018, 0.9731731088037957, 1.0298266542672432, 1.0551813438323099, 1.0552906903667219, 1.1974368503545976, 1.2654336644021515]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 2, 2]",3,12,1.5,sobol,96,0.6910338559724944,73,"[-0.31335645682889834, -0.2372506557255917, -0.6707209383224394, 0.320251352994208, 0.39894548378160144, -0.8731500191794018, -0.25852945723283455, 0.40548015739682775, -0.6534692051026852, -0.6017405090734371, -0.4226587374661543, 0.2857514012208819]",1.3926271710053153,0.9284181140035436,1,2,"[0.6910338559724944, 0.7093372226729868, 0.7162495367647633, 0.722915699314421, 0.7906110861919143, 0.7964307896370253, 0.8909090541823478, 0.9262928921749508, 1.0020892444298921, 1.0375835678810859, 1.0483164099556315, 1.0891683351784045, 1.1846876720929707, 1.236619627495064, 1.3247664809303132]",0.0,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 2, 2]",3,12,1.5,cma_es,96,0.6814475922268908,21,"[0.08276096902448554, 0.7228209023068094, 0.68962677695862, -0.017373333023646, -0.5193762287916531, -0.38527801535360334, -0.21159427603787165, -0.03286431137135307, -0.1390977553271531, -0.6351865005926162, 0.6017853060348624, -1.058676056970044]",1.5000000000000036,1.0000000000000024,1,2,"[0.6814475922268908, 0.7012631623553194, 0.7847557728843932, 0.7961308464548381, 0.7998981506387757, 0.8607066589696364, 0.8720924163596606, 0.8831922600535038, 0.9387780590811381, 0.9991237550465477, 1.0140662712553212, 1.0382093098045297, 1.0748783108178883, 1.172306406917896, 1.2776853584420562]",4.440892098500626e-15,False
phase10-v1-blind-bounded-global-moduli-search,"[1, 2, 2]",3,12,1.5,bayesian_ucb,96,0.7354146349642461,41,"[0.17548861695735943, 1.0664596806055235, 0.45441876957794924, -0.3190737805111174, 0.6791142896379471, 0.6917114026165054, -0.0691596252606291, 0.2217215620734964, 0.3128293081292099, -0.25355246687139454, 0.05231161134388657, -0.4753557973096837]",1.3810363395041116,0.9206908930027411,1,2,"[0.7354146349642461, 0.7388876454100857, 0.7885934959517144, 0.8013596070365544, 0.813370689630166, 0.8551007874698942, 0.8593731212213638, 0.899758967843019, 0.9280110662127277, 0.9348316562759789, 0.9571813770253365, 0.9983368279250203, 1.0460129749813618, 1.0713094933208676, 1.1206122845654256]",0.0,False
