protocol_version,candidate_id,dimension_g,polarization_type,discriminant,radius,tangent_dimension,cm_ell_squared,logical_image_order,polarized_automorphism_order,generic_minimal_image_order,tau,sobol_best_retention,bayesian_best_retention,sobol_worst_retention,bayesian_worst_retention,overall_best_retention,overall_worst_retention,best_retention_ell_ratio,worst_retention_ell_ratio,best_retention_exact_action_count,worst_retention_exact_action_count,best_retention_exact_enhanced_action_count,worst_retention_exact_enhanced_action_count,best_retention_epsilon_counts,worst_retention_epsilon_counts,best_retention_enhanced_epsilon_counts,worst_retention_enhanced_epsilon_counts,best_retention_arm,worst_retention_arm,best_retention_direction,worst_retention_direction,maximum_distance_error,maximum_polarization_residual,maximum_log_volume_residual
phase9-v1-radial-passive-gate-robustness,g3_type_1_2_2_delta_m4_h_2_2_3_0_0_m1_m1_m1_m1,3,"[1, 2, 2]",-4,0.01,12,1.0,48,384,1,0.02,0.7372103313254936,0.7569053656235031,0.6294987230648733,0.6178865990023228,0.7569053656235031,0.6178865990023228,0.9920279783173102,0.9887795611762191,1,1,0,0,"{""1e-08"": 1, ""0.0025"": 1, ""0.005"": 1, ""0.01"": 15, ""0.02"": 48, ""0.05"": 48, ""0.1"": 48}","{""1e-08"": 1, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 7, ""0.02"": 48, ""0.05"": 48, ""0.1"": 48}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 14, ""0.02"": 47, ""0.05"": 47, ""0.1"": 47}","{""1e-08"": 0, ""0.0025"": 1, ""0.005"": 1, ""0.01"": 6, ""0.02"": 47, ""0.05"": 47, ""0.1"": 47}",bayesian_best_retention,bayesian_worst_retention,"[0.02134525920322815, 0.06802639035299969, -0.2296340111533429, 0.6431488612692833, -0.0431221355648676, 0.25394501023869204, -0.4326597100998143, 0.23957947827609902, 0.20110242618726587, 0.24307054017610327, 0.18747837883168447, -0.28797673428589277]","[-0.2183475055729613, -0.5322182728840984, 0.06367067479372739, 0.0524960288585496, -0.39637935211164965, -0.2675223161276789, -0.3512375241526435, -0.4061603547210622, -0.031261447421654494, 0.011726504118299428, 0.2566751777998284, 0.2797186810433529]",1.8626629752493962e-11,8.881784197001252e-16,2.6645352591003757e-15
phase9-v1-radial-passive-gate-robustness,g3_type_1_2_2_delta_m4_h_2_2_3_0_0_m1_m1_m1_m1,3,"[1, 2, 2]",-4,0.02,12,1.0,48,384,1,0.02,0.337089019445617,0.3444489624909913,0.190332647133614,0.1903812315170059,0.3444489624909913,0.190332647133614,0.9833213752062874,0.9788831600540564,1,1,0,0,"{""1e-08"": 1, ""0.0025"": 1, ""0.005"": 1, ""0.01"": 2, ""0.02"": 12, ""0.05"": 48, ""0.1"": 48}","{""1e-08"": 1, ""0.0025"": 1, ""0.005"": 1, ""0.01"": 1, ""0.02"": 5, ""0.05"": 48, ""0.1"": 48}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 1, ""0.02"": 11, ""0.05"": 47, ""0.1"": 47}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 4, ""0.05"": 47, ""0.1"": 47}",bayesian_best_retention,sobol_holdout,"[-0.03545407511869094, 0.2548456889658194, 0.4438080658670914, 0.6393019659332024, 0.031093537418702355, 0.19136708447720183, 0.29388255387209167, -0.13428483815961878, 0.034789638605657314, 0.1197516012612645, -0.11905247955824728, 0.39548992430895463]","[0.08616560121430748, -0.37681641734564175, -0.2518075417309189, -0.22311015169639797, 0.1899685630705281, -0.042611180477863456, 0.22053025697363055, 0.2327151195360558, 0.29486734114981455, -0.5995381828226735, -0.19811544037449275, -0.3332619103819479]",1.8626853531822363e-11,8.881784197001252e-16,2.220446049250313e-15
phase9-v1-radial-passive-gate-robustness,g3_type_1_2_2_delta_m4_h_2_2_3_0_0_m1_m1_m1_m1,3,"[1, 2, 2]",-4,0.05,12,1.0,48,384,1,0.02,0.02340319909625074,0.02366788459604227,0.0013271846821539901,0.0012334667588159891,0.02366788459604227,0.0009140598172740443,0.9541203361224534,0.9510218936326529,1,1,0,0,"{""1e-08"": 1, ""0.0025"": 1, ""0.005"": 1, ""0.01"": 1, ""0.02"": 2, ""0.05"": 6, ""0.1"": 48}","{""1e-08"": 1, ""0.0025"": 1, ""0.005"": 1, ""0.01"": 1, ""0.02"": 1, ""0.05"": 6, ""0.1"": 48}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 1, ""0.05"": 5, ""0.1"": 47}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 0, ""0.05"": 5, ""0.1"": 47}",bayesian_best_retention,bayesian_best_retention,"[-0.25741734498316826, -0.42365135357233263, -0.08203524809374448, -0.19368993253170716, 0.0007335959570838492, 0.2626866898571102, 0.11903760663991284, -0.30475418210333977, 0.056535847744528744, 0.17833887727969014, 0.4511800184411704, -0.5435033619573219]","[-0.12002156397036856, -0.2652865150420144, -0.09989085346957526, 0.1756490847954266, 0.47354865501541227, 0.2525087520503559, 0.2993446982666779, -0.31057503462818437, 0.19774711198094969, 0.32653717172579305, 0.44571511203004327, -0.2364774842803812]",1.164186802515843e-11,8.881784197001252e-16,3.1086244689504383e-15
phase9-v1-radial-passive-gate-robustness,g3_type_1_2_2_delta_m4_h_2_2_3_0_0_m1_m1_m1_m1,3,"[1, 2, 2]",-4,0.1,12,1.0,48,384,1,0.02,0.004604856420230786,0.007169184421733029,1.4298810803225614e-09,1.4298810803225614e-09,0.007169184421733029,1.4298810803225614e-09,0.9263212816711583,0.8948649141137887,1,1,0,0,"{""1e-08"": 1, ""0.0025"": 1, ""0.005"": 1, ""0.01"": 1, ""0.02"": 1, ""0.05"": 2, ""0.1"": 6}","{""1e-08"": 1, ""0.0025"": 1, ""0.005"": 1, ""0.01"": 1, ""0.02"": 1, ""0.05"": 1, ""0.1"": 4}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 0, ""0.05"": 1, ""0.1"": 5}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 0, ""0.05"": 0, ""0.1"": 3}",bayesian_best_retention,shared_sobol,"[-0.08676340446314433, -0.23907815258270457, -0.40876035298006097, -0.35928564533726043, -0.3349266575239698, -0.004067513715017185, 0.19857017068489685, 0.46000770614556474, 0.26750776781900093, -0.09254619126744848, -0.3485381459058463, -0.27259657369375717]","[-0.0975644588989898, 0.4858461939063633, -0.08845870205037033, -0.3835961475264337, -0.22233446825493666, 0.02951233742263844, 0.167465200168557, 0.3254893705468367, 0.5924251210951936, -0.21313777955505628, -0.06863424137221291, 0.11860140029954273]",1.1641895780734046e-11,8.881784197001252e-16,2.6645352591003757e-15
phase9-v1-radial-passive-gate-robustness,g2_type_1_3_delta_m24_h_6_6_3_2,2,"[1, 3]",-24,0.005,6,0.8164965809277261,24,24,2,0.02,0.8743214884065168,0.8743666399973186,0.8730859157652238,0.8730858890255349,0.8743666399973186,0.8730858890255349,0.9954856440630669,0.9943493862084652,2,2,0,0,"{""1e-08"": 2, ""0.0025"": 6, ""0.005"": 6, ""0.01"": 24, ""0.02"": 24, ""0.05"": 24, ""0.1"": 24}","{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 24, ""0.02"": 24, ""0.05"": 24, ""0.1"": 24}","{""1e-08"": 0, ""0.0025"": 4, ""0.005"": 4, ""0.01"": 22, ""0.02"": 22, ""0.05"": 22, ""0.1"": 22}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 22, ""0.02"": 22, ""0.05"": 22, ""0.1"": 22}",bayesian_best_retention,bayesian_worst_retention,"[-0.4949387272794165, -0.5267601972581217, 0.2759660681745801, 0.03209852415657702, 0.21267912839864214, 0.5959356954659141]","[-0.38316773175185476, 0.653710917510485, 0.18953049144880635, 0.5918786881769664, 0.0037979704758386032, -0.19896711382811613]",1.983473801869806e-11,3.552713678800501e-15,9.769962616701378e-15
phase9-v1-radial-passive-gate-robustness,g2_type_1_3_delta_m24_h_6_6_3_2,2,"[1, 3]",-24,0.01,6,0.8164965809277261,24,24,2,0.02,0.600902808913858,0.6006085138391958,0.5856022236377623,0.5859413003981647,0.600902808913858,0.5856022236377623,0.9904116727951926,0.9906978288598337,2,2,0,0,"{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 6, ""0.01"": 6, ""0.02"": 24, ""0.05"": 24, ""0.1"": 24}","{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 24, ""0.05"": 24, ""0.1"": 24}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 4, ""0.01"": 4, ""0.02"": 22, ""0.05"": 22, ""0.1"": 22}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 22, ""0.05"": 22, ""0.1"": 22}",sobol_holdout,sobol_holdout,"[-0.37692468210435776, -0.4752126129796688, -0.41626218725771097, 0.27223260260098964, 0.5877824673396835, -0.19805991294089823]","[-0.2280378920168545, 0.7148375572218432, 0.23584659593931245, 0.5707878020869332, -0.17746039607555048, -0.15521424737095785]",1.9581149202085868e-11,3.552713678800501e-15,1.0658141036401503e-14
phase9-v1-radial-passive-gate-robustness,g2_type_1_3_delta_m24_h_6_6_3_2,2,"[1, 3]",-24,0.02,6,0.8164965809277261,24,24,2,0.02,0.22768073140784004,0.22771378780258225,0.12662607099099762,0.12662607099099762,0.22771378780258225,0.12662607099099762,0.9813159401944563,0.9801531606805532,2,2,0,0,"{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 6, ""0.02"": 6, ""0.05"": 24, ""0.1"": 24}","{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 2, ""0.05"": 24, ""0.1"": 24}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 4, ""0.02"": 4, ""0.05"": 22, ""0.1"": 22}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 0, ""0.05"": 22, ""0.1"": 22}",bayesian_best_retention,shared_sobol,"[-0.003221966084273692, -0.017118159570833485, 0.8689775195664399, -0.4902167887109242, -0.0298483867518551, -0.058062310579909106]","[-0.02593120313564763, -0.24890346721424922, 0.51003038132351, 0.4270616602479191, 0.6518213674256905, -0.2645579145541706]",1.9928208389030644e-11,3.552713678800501e-15,7.549516567451064e-15
phase9-v1-radial-passive-gate-robustness,g2_type_1_3_delta_m24_h_6_6_3_2,2,"[1, 3]",-24,0.05,6,0.8164965809277261,24,24,2,0.02,0.09118295236329567,0.1251588933625748,5.888788701094279e-06,1.9025344694902126e-05,0.1251588933625748,5.888788701094279e-06,0.9585001724932535,0.9445089287943141,2,2,0,0,"{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 6, ""0.05"": 6, ""0.1"": 24}","{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 2, ""0.05"": 2, ""0.1"": 24}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 4, ""0.05"": 4, ""0.1"": 22}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 0, ""0.05"": 0, ""0.1"": 22}",bayesian_best_retention,sobol_holdout,"[-0.4258415399924232, -0.4027988104382235, -0.21875135040620952, 0.3483338354692539, 0.4189424666799629, -0.5583105735173571]","[0.2103162204833865, 0.052896574016489575, -0.4323829886648292, 0.18001410271408244, 0.7896836926686164, -0.33167541260918615]",1.995707765711785e-11,3.552713678800501e-15,9.325873406851315e-15
phase9-v1-radial-passive-gate-robustness,g2_type_1_3_delta_m24_h_6_6_3_2,2,"[1, 3]",-24,0.1,6,0.8164965809277261,24,24,2,0.02,0.006157719024925298,0.11998571211363677,2.446152009969812e-18,1.682508970383058e-19,0.11998571211363677,1.682508970383058e-19,0.9140713843522708,0.9290279244164763,2,2,0,0,"{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 6, ""0.05"": 6, ""0.1"": 6}","{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 2, ""0.05"": 2, ""0.1"": 2}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 4, ""0.05"": 4, ""0.1"": 4}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 0, ""0.05"": 0, ""0.1"": 0}",bayesian_best_retention,bayesian_worst_retention,"[-0.1271421695806353, 0.665216170474186, 0.22343277898554614, 0.14913478232529623, 0.5064314338705996, -0.4611790628566509]","[-0.08757237178594748, 0.0821317164737774, 0.20451196839080327, 0.20626956886966177, -0.4023108258575763, -0.859859976967118]",1.9966181485919776e-11,7.105427357601002e-15,9.325873406851315e-15
phase9-v1-radial-passive-gate-robustness,g2_type_1_5_delta_m55_h_15_15_2_m4,2,"[1, 5]",-55,0.005,6,0.5393598899705937,4,4,2,0.02,0.9699571675333105,0.996309611077667,0.7791681126617472,0.7789941463295069,0.996309611077667,0.7789941463295069,0.9957159048401678,0.9945258420585832,2,2,0,0,"{""1e-08"": 2, ""0.0025"": 4, ""0.005"": 4, ""0.01"": 4, ""0.02"": 4, ""0.05"": 4, ""0.1"": 4}","{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 4, ""0.02"": 4, ""0.05"": 4, ""0.1"": 4}","{""1e-08"": 0, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 2, ""0.05"": 2, ""0.1"": 2}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 2, ""0.02"": 2, ""0.05"": 2, ""0.1"": 2}",bayesian_best_retention,bayesian_worst_retention,"[-0.06720154723209569, 0.021411977081635503, -0.9246979920872275, 0.36062631997172534, -0.001490890028078925, 0.09952656583793522]","[-0.39162504624722877, 0.14272395774267743, -0.034403476868579023, 0.027022493494958937, 0.1785357053898472, -0.8902083366065161]",1.9471643047941356e-11,1.4210854715202004e-14,5.062616992290714e-14
phase9-v1-radial-passive-gate-robustness,g2_type_1_5_delta_m55_h_15_15_2_m4,2,"[1, 5]",-55,0.01,6,0.5393598899705937,4,4,2,0.02,0.975474689452482,0.975474689452482,0.3715219600761641,0.3684401672247083,0.975474689452482,0.3684401672247083,0.9901692333966199,0.990188074091898,2,2,0,0,"{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 4, ""0.01"": 4, ""0.02"": 4, ""0.05"": 4, ""0.1"": 4}","{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 4, ""0.05"": 4, ""0.1"": 4}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 2, ""0.01"": 2, ""0.02"": 2, ""0.05"": 2, ""0.1"": 2}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 2, ""0.05"": 2, ""0.1"": 2}",shared_sobol,bayesian_worst_retention,"[0.016412242238270335, -0.14238736359297496, -0.810715678817283, 0.56444272106473, 0.058033453596516044, -0.015267547749745593]","[0.6138587270911399, -0.5790271634457062, 0.0008044435311955701, 0.06106857712350517, 0.5183397442633225, 0.1244945719371501]",1.9904350737065535e-11,1.4210854715202004e-14,5.1514348342607263e-14
phase9-v1-radial-passive-gate-robustness,g2_type_1_5_delta_m55_h_15_15_2_m4,2,"[1, 5]",-55,0.02,6,0.5393598899705937,4,4,2,0.02,0.5134483066943165,0.8683936337944385,0.018321702493598907,0.018358097516637792,0.8683936337944385,0.018321702493598907,0.9818206017056761,0.9816718777628345,2,2,0,0,"{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 4, ""0.02"": 4, ""0.05"": 4, ""0.1"": 4}","{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 2, ""0.05"": 4, ""0.1"": 4}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 2, ""0.02"": 2, ""0.05"": 2, ""0.1"": 2}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 0, ""0.05"": 2, ""0.1"": 2}",bayesian_best_retention,sobol_holdout,"[-0.09351296877582607, -0.14990527679557977, -0.9229601464988232, 0.33475417988972517, 0.0062872659674421535, 0.0694867610948668]","[-0.7430604755644883, 0.17609240719517927, 0.02716509193725317, 0.0848718905501684, -0.6218823712655213, 0.14890846203536234]",1.9676385520916995e-11,3.552713678800501e-14,6.750155989720952e-14
phase9-v1-radial-passive-gate-robustness,g2_type_1_5_delta_m55_h_15_15_2_m4,2,"[1, 5]",-55,0.05,6,0.5393598899705937,4,4,2,0.02,0.05586862176387259,0.543192776784685,1.2318964100429703e-11,1.2318964100429703e-11,0.543192776784685,1.2318964100429703e-11,0.9656451191186907,0.9567305937470411,2,2,0,0,"{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 4, ""0.05"": 4, ""0.1"": 4}","{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 2, ""0.05"": 2, ""0.1"": 2}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 2, ""0.05"": 2, ""0.1"": 2}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 0, ""0.05"": 0, ""0.1"": 0}",bayesian_best_retention,shared_sobol,"[0.06653437270781574, -0.07963524323076737, -0.31241413944301394, -0.9351900429947885, -0.12361505948283527, -0.04204415907704583]","[0.5252113706954193, 0.5281057207677847, 0.009764892844006046, -0.038441585202295216, -0.21741287643478543, -0.6296156735182267]",1.9251038263501385e-11,9.947598300641403e-14,5.1958437552457326e-14
phase9-v1-radial-passive-gate-robustness,g2_type_1_5_delta_m55_h_15_15_2_m4,2,"[1, 5]",-55,0.1,6,0.5393598899705937,4,4,2,0.02,4.310588238171643e-08,0.007762799697895873,7.255789358201325e-45,6.029295870254934e-45,0.007762799697895873,6.029295870254934e-45,0.9130990317009363,0.8985478353046842,2,2,0,0,"{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 2, ""0.05"": 4, ""0.1"": 4}","{""1e-08"": 2, ""0.0025"": 2, ""0.005"": 2, ""0.01"": 2, ""0.02"": 2, ""0.05"": 2, ""0.1"": 2}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 0, ""0.05"": 2, ""0.1"": 2}","{""1e-08"": 0, ""0.0025"": 0, ""0.005"": 0, ""0.01"": 0, ""0.02"": 0, ""0.05"": 0, ""0.1"": 0}",bayesian_best_retention,bayesian_worst_retention,"[0.17149670031755695, 0.011084131601143816, -0.06778938373654778, 0.9788831429674794, 0.06407544410104708, -0.05960497577233649]","[-0.020954823940946693, -0.13144977205869715, 0.020768551553129632, 0.13878588872211356, 0.6534751271207937, 0.731819141162474]",1.961240891912297e-11,3.410605131648481e-13,9.769962616701378e-14
